 S0066 , 3PARA RAT ,T1071,,T1071
 S0046 , CozyCar ,T1547.001,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to set itself to be executed at system startup by adding a Registry value under one of the following Registry keys: HKLM\Software\Microsoft\Windows\CurrentVersion\Run\ HKCU\Software\Microsoft\Windows\CurrentVersion\Run\ HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1059,,CozyCar
 S0046 , CozyCar ,T1059.003,A module in [CozyCar](https://attack.mitre.org/software/S0046) allows arbitrary commands to be executed by invoking C:\Windows\System32\cmd.exe.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1543,,CozyCar
 S0046 , CozyCar ,T1543.003,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to register itself as a Windows service.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1036,,CozyCar
 S0046 , CozyCar ,T1036.003,The [CozyCar](https://attack.mitre.org/software/S0046) dropper has masqueraded a copy of the infected system's rundll32.exe executable that was moved to the malware's install directory and renamed according to a predefined configuration file.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1027,,CozyCar
 S0046 , CozyCar ,T1027.013,The payload of [CozyCar](https://attack.mitre.org/software/S0046) is encrypted with simple XOR with a rotating key. The [CozyCar](https://attack.mitre.org/software/S0046) configuration file has been encrypted with RC4 keys.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1003,,CozyCar
 S0046 , CozyCar ,T1003.001,[CozyCar](https://attack.mitre.org/software/S0046) has executed [Mimikatz](https://attack.mitre.org/software/S0002) to harvest stored credentials from the victim and further victim penetration.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1003.002,"Password stealer and NTLM stealer modules in [CozyCar](https://attack.mitre.org/software/S0046) harvest stored credentials from the victim, including credentials used as part of Windows NTLM user authentication.(Citation: F-Secure CozyDuke)",CozyCar
 S0046 , CozyCar ,T1053,,CozyCar
 S0046 , CozyCar ,T1053.005,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to register itself as a scheduled task.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1518,,CozyCar
 S0046 , CozyCar ,T1518.001,"The main [CozyCar](https://attack.mitre.org/software/S0046) dropper checks whether the victim has an anti-virus product installed. If the installed product is on a predetermined list, the dropper will exit.(Citation: F-Secure CozyDuke)",CozyCar
 S0046 , CozyCar ,T1218,,CozyCar
 S0046 , CozyCar ,T1218.011,"The [CozyCar](https://attack.mitre.org/software/S0046) dropper copies the system file rundll32.exe to the install location for the malware, then uses the copy of rundll32.exe to load and execute the main [CozyCar](https://attack.mitre.org/software/S0046) component.(Citation: F-Secure CozyDuke)",CozyCar
 S0046 , CozyCar ,T1082,A system info module in [CozyCar](https://attack.mitre.org/software/S0046) gathers information on the victim host’s configuration.(Citation: F-Secure CozyDuke),CozyCar
 S0046 , CozyCar ,T1497,"Some versions of [CozyCar](https://attack.mitre.org/software/S0046) will check to ensure it is not being executed inside a virtual machine or a known malware analysis sandbox environment. If it detects that it is, it will exit.(Citation: F-Secure CozyDuke)",CozyCar
 S0046 , CozyCar ,T1102,,CozyCar
 S0046 , CozyCar ,T1102.002,[CozyCar](https://attack.mitre.org/software/S0046) uses Twitter as a backup C2 channel to Twitter accounts specified in its configuration file.(Citation: F-Secure CozyDuke),CozyCar
 S0488 , CrackMapExec ,T1087,,CrackMapExec
 S0488 , CrackMapExec ,T1087.002,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the domain user accounts on a targeted system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1110,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force supplied user credentials across a network range.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1110.001,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force passwords for a specified user on a single target system or across an entire network.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1110.003,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force credential authentication by using a supplied list of usernames and a single password.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1059,,CrackMapExec
 S0488 , CrackMapExec ,T1059.001,[CrackMapExec](https://attack.mitre.org/software/S0488) can execute PowerShell commands via WMI.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1083,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover specified filetypes and log files on a targeted system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1112,[CrackMapExec](https://attack.mitre.org/software/S0488) can create a registry key using wdigest.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1135,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the shared folders and associated permissions for a targeted network.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1003,,CrackMapExec
 S0488 , CrackMapExec ,T1003.002,[CrackMapExec](https://attack.mitre.org/software/S0488) can dump usernames and hashed passwords from the SAM.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1003.003,"[CrackMapExec](https://attack.mitre.org/software/S0488) can dump hashed passwords associated with Active Directory using Windows' Directory Replication Services API (DRSUAPI), or Volume Shadow Copy.(Citation: CME Github September 2018)",CrackMapExec
 S0488 , CrackMapExec ,T1003.004,[CrackMapExec](https://attack.mitre.org/software/S0488) can dump hashed passwords from LSA secrets for the targeted system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1201,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover the password policies applied to the target system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1069,,CrackMapExec
 S0488 , CrackMapExec ,T1069.002,[CrackMapExec](https://attack.mitre.org/software/S0488) can gather the user accounts within domain groups.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1018,"[CrackMapExec](https://attack.mitre.org/software/S0488) can discover active IP addresses, along with the machine name, within a targeted network.(Citation: CME Github September 2018)",CrackMapExec
 S0488 , CrackMapExec ,T1053,,CrackMapExec
 S0488 , CrackMapExec ,T1053.002,[CrackMapExec](https://attack.mitre.org/software/S0488) can set a scheduled task on the target system to execute commands remotely using [at](https://attack.mitre.org/software/S0110).(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1082,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the system drives and associated system name.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1016,[CrackMapExec](https://attack.mitre.org/software/S0488) can collect DNS information from the targeted system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1049,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover active sessions for a targeted system.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1550,,CrackMapExec
 S0488 , CrackMapExec ,T1550.002,[CrackMapExec](https://attack.mitre.org/software/S0488) can pass the hash to authenticate via SMB.(Citation: CME Github September 2018),CrackMapExec
 S0488 , CrackMapExec ,T1047,[CrackMapExec](https://attack.mitre.org/software/S0488) can execute remote commands using Windows Management Instrumentation.(Citation: CME Github September 2018)	,CrackMapExec
 S1023 , CreepyDrive ,T1071,,CreepyDrive
 S1023 , CreepyDrive ,T1071.001,[CreepyDrive](https://attack.mitre.org/software/S1023) can use HTTPS for C2 using the Microsoft Graph API.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1059,,CreepyDrive
 S1023 , CreepyDrive ,T1059.001,"[CreepyDrive](https://attack.mitre.org/software/S1023) can use Powershell for execution, including the cmdlets `Invoke-WebRequest` and `Invoke-Expression`.(Citation: Microsoft POLONIUM June 2022)",CreepyDrive
 S1023 , CreepyDrive ,T1005,[CreepyDrive](https://attack.mitre.org/software/S1023) can upload files to C2 from victim machines.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1567,,CreepyDrive
 S1023 , CreepyDrive ,T1567.002,[CreepyDrive](https://attack.mitre.org/software/S1023) can use cloud services including OneDrive for data exfiltration.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1083,[CreepyDrive](https://attack.mitre.org/software/S1023) can specify the local file path to upload files from.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1105,[CreepyDrive](https://attack.mitre.org/software/S1023) can download files to the compromised host.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1550,,CreepyDrive
 S1023 , CreepyDrive ,T1550.001,[CreepyDrive](https://attack.mitre.org/software/S1023) can use legitimate OAuth refresh tokens to authenticate with OneDrive.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1023 , CreepyDrive ,T1102,,CreepyDrive
 S1023 , CreepyDrive ,T1102.002,[CreepyDrive](https://attack.mitre.org/software/S1023) can use OneDrive for C2.(Citation: Microsoft POLONIUM June 2022),CreepyDrive
 S1024 , CreepySnail ,T1071,,CreepySnail
 S1024 , CreepySnail ,T1071.001,[CreepySnail](https://attack.mitre.org/software/S1024) can use HTTP for C2.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S1024 , CreepySnail ,T1059,,CreepySnail
 S1024 , CreepySnail ,T1059.001,"[CreepySnail](https://attack.mitre.org/software/S1024) can use PowerShell for execution, including the cmdlets `Invoke-WebRequst` and `Invoke-Expression`.(Citation: Microsoft POLONIUM June 2022)",CreepySnail
 S1024 , CreepySnail ,T1132,,CreepySnail
 S1024 , CreepySnail ,T1132.001,[CreepySnail](https://attack.mitre.org/software/S1024) can use Base64 to encode its C2 traffic.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S1024 , CreepySnail ,T1041,[CreepySnail](https://attack.mitre.org/software/S1024) can connect to C2 for data exfiltration.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S1024 , CreepySnail ,T1016,[CreepySnail](https://attack.mitre.org/software/S1024) can use `getmac` and `Get-NetIPAddress` to enumerate network settings.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S1024 , CreepySnail ,T1033,[CreepySnail](https://attack.mitre.org/software/S1024) can execute `getUsername` on compromised systems.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S1024 , CreepySnail ,T1078,,CreepySnail
 S1024 , CreepySnail ,T1078.002,[CreepySnail](https://attack.mitre.org/software/S1024) can use stolen credentials to authenticate on target networks.(Citation: Microsoft POLONIUM June 2022),CreepySnail
 S0115 , Crimson ,T1071,,Crimson
 S0115 , Crimson ,T1071.001,[Crimson](https://attack.mitre.org/software/S0115) can use a HTTP GET request to download its final payload.(Citation: Proofpoint Operation Transparent Tribe March 2016),Crimson
 S0115 , Crimson ,T1123,[Crimson](https://attack.mitre.org/software/S0115) can perform audio surveillance using microphones.(Citation: Kaspersky Transparent Tribe August 2020),Crimson
 S0115 , Crimson ,T1547,,Crimson
 S0115 , Crimson ,T1547.001,[Crimson](https://attack.mitre.org/software/S0115) can add Registry run keys for persistence.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020),Crimson
 S0115 , Crimson ,T1059,,Crimson
 S0115 , Crimson ,T1059.003,[Crimson](https://attack.mitre.org/software/S0115) has the ability to execute commands with the COMSPEC environment variable.(Citation: Kaspersky Transparent Tribe August 2020),Crimson
 S0115 , Crimson ,T1555,,Crimson
 S0115 , Crimson ,T1555.003,[Crimson](https://attack.mitre.org/software/S0115) contains a module to steal credentials from Web browsers on the victim machine.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020),Crimson
 S0115 , Crimson ,T1005,[Crimson](https://attack.mitre.org/software/S0115) can collect information from a compromised host.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),Crimson
 S0115 , Crimson ,T1025,[Crimson](https://attack.mitre.org/software/S0115) contains a module to collect data from removable drives.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020),Crimson
 S0115 , Crimson ,T1140,[Crimson](https://attack.mitre.org/software/S0115) can decode its encoded PE file prior to execution.(Citation: Proofpoint Operation Transparent Tribe March 2016),Crimson
 S0115 , Crimson ,T1114,,Crimson
 S0115 , Crimson ,T1114.001,[Crimson](https://attack.mitre.org/software/S0115) contains a command to collect and exfiltrate emails from Outlook.(Citation: Proofpoint Operation Transparent Tribe March 2016),Crimson
 S0115 , Crimson ,T1041,[Crimson](https://attack.mitre.org/software/S0115) can exfiltrate stolen information over its C2.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),Crimson
 S0115 , Crimson ,T1083,"[Crimson](https://attack.mitre.org/software/S0115) contains commands to list files and directories, as well as search for files matching certain extensions from a defined list.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)",Crimson
 S0115 , Crimson ,T1070,,Crimson
 S0115 , Crimson ,T1070.004,[Crimson](https://attack.mitre.org/software/S0115) has the ability to delete files from a compromised host.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)	 ,Crimson
 S0115 , Crimson ,T1105,[Crimson](https://attack.mitre.org/software/S0115) contains a command to retrieve files from its C2 server.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),Crimson
 S0115 , Crimson ,T1056,,Crimson
 S0115 , Crimson ,T1056.001,[Crimson](https://attack.mitre.org/software/S0115) can use a module to perform keylogging on compromised hosts.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),Crimson
 S0115 , Crimson ,T1112,[Crimson](https://attack.mitre.org/software/S0115) can set a Registry key to determine how long it has been installed and possibly to indicate the version number.(Citation: Proofpoint Operation Transparent Tribe March 2016),Crimson
 S0115 , Crimson ,T1095,[Crimson](https://attack.mitre.org/software/S0115) uses a custom TCP protocol for C2.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)	 ,Crimson
