gid,name,tactic_id,tactic,TTP,technique,description
G0035,Dragonfly,TA0005,Defense Evasion,T1564.002,Hidden Users,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to hide created user accounts.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0005,Defense Evasion,T1562,Impair Defenses,nan
G0035,Dragonfly,TA0005,Defense Evasion,T1562.004,Disable or Modify System Firewall,[Dragonfly](https://attack.mitre.org/groups/G0035) has disabled host-based firewalls. The group has also globally opened port 3389.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0035,Dragonfly,TA0005,Defense Evasion,T1070.001,Clear Windows Event Logs,"[Dragonfly](https://attack.mitre.org/groups/G0035) has cleared Windows event logs and other logs produced by tools they used, including system, security, terminal services, remote services, and audit logs. The actors also deleted specific Registry keys.(Citation: US-CERT TA18-074A)"
G0035,Dragonfly,TA0005,Defense Evasion,T1070.004,File Deletion,"[Dragonfly](https://attack.mitre.org/groups/G0035) has deleted many of its files used during operations as part of cleanup, including removing applications and deleting screenshots.(Citation: US-CERT TA18-074A)"
G0035,Dragonfly,TA0005,Defense Evasion,T1036,Masquerading,[Dragonfly](https://attack.mitre.org/groups/G0035) has created accounts disguised as legitimate backup and service accounts as well as an email administration account.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0005,Defense Evasion,T1112,Modify Registry,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to perform multiple techniques through the use of [Reg](https://attack.mitre.org/software/S0075).(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0007,Discovery,T1135,Network Share Discovery,"[Dragonfly](https://attack.mitre.org/groups/G0035) has identified and browsed file servers in the victim network, sometimes , viewing files pertaining to ICS or Supervisory Control and Data Acquisition (SCADA) systems.(Citation: US-CERT TA18-074A)"
G0035,Dragonfly,TA0006,Credential Access,T1003,OS Credential Dumping,nan
G0035,Dragonfly,TA0006,Credential Access,T1003.002,Security Account Manager,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0006,Credential Access,T1003.003,NTDS,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes. They also obtained ntds.dit from domain controllers.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket)
G0035,Dragonfly,TA0006,Credential Access,T1003.004,LSA Secrets,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket)
G0035,Dragonfly,TA0007,Discovery,T1069,Permission Groups Discovery,nan
G0035,Dragonfly,TA0007,Discovery,T1069.002,Domain Groups,[Dragonfly](https://attack.mitre.org/groups/G0035) has used batch scripts to enumerate administrators and users in the domain.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0007,Discovery,T1012,Query Registry,[Dragonfly](https://attack.mitre.org/groups/G0035) has queried the Registry to identify victim information.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0008,Lateral Movement,T1021,Remote Services,nan
G0035,Dragonfly,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[Dragonfly](https://attack.mitre.org/groups/G0035) has moved laterally via RDP.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0007,Discovery,T1018,Remote System Discovery,[Dragonfly](https://attack.mitre.org/groups/G0035) has likely obtained a list of hosts in the victim environment.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0035,Dragonfly,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0035,Dragonfly,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0035,Dragonfly,TA0002,Execution,T1053.005,Scheduled Task,[Dragonfly](https://attack.mitre.org/groups/G0035) has used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0003,Persistence,T1053.005,Scheduled Task,[Dragonfly](https://attack.mitre.org/groups/G0035) has used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0004,Privilege Escalation,T1053.005,Scheduled Task,[Dragonfly](https://attack.mitre.org/groups/G0035) has used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0003,Persistence,T1505,Server Software Component,nan
G0035,Dragonfly,TA0003,Persistence,T1505.003,Web Shell,"[Dragonfly](https://attack.mitre.org/groups/G0035) has commonly created Web shells on victims' publicly accessible email and web servers, which they used to maintain access to a victim network and download additional malicious files.(Citation: US-CERT TA18-074A)"
G0035,Dragonfly,TA0007,Discovery,T1016,System Network Configuration Discovery,"[Dragonfly](https://attack.mitre.org/groups/G0035) has used batch scripts to enumerate network information, including information about trusts, zones, and the domain.(Citation: US-CERT TA18-074A)"
G0035,Dragonfly,TA0007,Discovery,T1033,System Owner/User Discovery,[Dragonfly](https://attack.mitre.org/groups/G0035) used the command query user on victim hosts.(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0005,Defense Evasion,T1221,Template Injection,[Dragonfly](https://attack.mitre.org/groups/G0035) has injected SMB URLs into malicious Word spearphishing attachments to initiate [Forced Authentication](https://attack.mitre.org/techniques/T1187).(Citation: US-CERT TA18-074A)
G0035,Dragonfly,TA0002,Execution,T1204,User Execution,nan
G0035,Dragonfly,TA0002,Execution,T1204.002,Malicious File,[Dragonfly](https://attack.mitre.org/groups/G0035) has used various forms of spearphishing in attempts to get users to open malicious attachments.(Citation: Gigamon Berserk Bear October 2021)
G0035,Dragonfly,TA0003,Persistence,T1078,Valid Accounts,[Dragonfly](https://attack.mitre.org/groups/G0035) has compromised user credentials and used valid accounts for operations.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020)
G0035,Dragonfly,TA0004,Privilege Escalation,T1078,Valid Accounts,[Dragonfly](https://attack.mitre.org/groups/G0035) has compromised user credentials and used valid accounts for operations.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020)
G0035,Dragonfly,TA0005,Defense Evasion,T1078,Valid Accounts,[Dragonfly](https://attack.mitre.org/groups/G0035) has compromised user credentials and used valid accounts for operations.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020)
G0017,DragonOK,TA0007,Discovery,T1087,Account Discovery,nan
G0017,DragonOK,TA0007,Discovery,T1087.002,Domain Account,[Dragonfly](https://attack.mitre.org/groups/G0035) has used batch scripts to enumerate users on a victim domain controller.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0003,Persistence,T1098,Account Manipulation,[Dragonfly](https://attack.mitre.org/groups/G0035) has added newly created accounts to the administrators group to maintain elevated access.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0004,Privilege Escalation,T1098,Account Manipulation,[Dragonfly](https://attack.mitre.org/groups/G0035) has added newly created accounts to the administrators group to maintain elevated access.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0003,Persistence,T1547,Boot or Logon Autostart Execution,nan
G0017,DragonOK,TA0004,Privilege Escalation,T1547,Boot or Logon Autostart Execution,nan
G0017,DragonOK,TA0003,Persistence,T1547.001,Registry Run Keys / Startup Folder,[Dragonfly](https://attack.mitre.org/groups/G0035) has added the registry value ntdll to the Registry Run key to establish persistence.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0004,Privilege Escalation,T1547.001,Registry Run Keys / Startup Folder,[Dragonfly](https://attack.mitre.org/groups/G0035) has added the registry value ntdll to the Registry Run key to establish persistence.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0006,Credential Access,T1110,Brute Force,[Dragonfly](https://attack.mitre.org/groups/G0035) has attempted to brute force credentials to gain access.(Citation: CISA AA20-296A Berserk Bear December 2020)
G0017,DragonOK,TA0006,Credential Access,T1110.002,Password Cracking,"[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed tools used for password cracking, including Hydra and [CrackMapExec](https://attack.mitre.org/software/S0488).(Citation: US-CERT TA18-074A)(Citation: Kali Hydra)"
G0017,DragonOK,TA0002,Execution,T1059,Command and Scripting Interpreter,[Dragonfly](https://attack.mitre.org/groups/G0035) has used the command line for execution.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0002,Execution,T1059.001,PowerShell,[Dragonfly](https://attack.mitre.org/groups/G0035) has used PowerShell scripts for execution.(Citation: US-CERT TA18-074A)(Citation: Symantec Dragonfly Sept 2017)
G0017,DragonOK,TA0002,Execution,T1059.003,Windows Command Shell,"[Dragonfly](https://attack.mitre.org/groups/G0035) has used various types of scripting to perform operations, including batch scripts.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0002,Execution,T1059.006,Python,"[Dragonfly](https://attack.mitre.org/groups/G0035) has used various types of scripting to perform operations, including Python scripts. The group was observed installing Python 2.7 on a victim.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0003,Persistence,T1136,Create Account,nan
G0017,DragonOK,TA0003,Persistence,T1136.001,Local Account,"[Dragonfly](https://attack.mitre.org/groups/G0035) has created accounts on victims, including administrator accounts, some of which appeared to be tailored to each individual staging target.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0002,Execution,T1203,Exploitation for Client Execution,[Dragonfly](https://attack.mitre.org/groups/G0035) has exploited CVE-2011-0611 in Adobe Flash Player to gain execution on a targeted system.(Citation: Gigamon Berserk Bear October 2021)
G0017,DragonOK,TA0008,Lateral Movement,T1210,Exploitation of Remote Services,[Dragonfly](https://attack.mitre.org/groups/G0035) has exploited a Windows Netlogon vulnerability (CVE-2020-1472) to obtain access to Windows Active Directory servers.(Citation: CISA AA20-296A Berserk Bear December 2020)
G0017,DragonOK,TA0003,Persistence,T1133,External Remote Services,[Dragonfly](https://attack.mitre.org/groups/G0035) has used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.(Citation: US-CERT TA18-074A)(Citation: CISA AA20-296A Berserk Bear December 2020)
G0017,DragonOK,TA0007,Discovery,T1083,File and Directory Discovery,[Dragonfly](https://attack.mitre.org/groups/G0035) has used a batch script to gather folder and file names from victim hosts.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020)
G0017,DragonOK,TA0006,Credential Access,T1187,Forced Authentication,[Dragonfly](https://attack.mitre.org/groups/G0035) has gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)
G0017,DragonOK,TA0005,Defense Evasion,T1564,Hide Artifacts,nan
G0017,DragonOK,TA0005,Defense Evasion,T1564.002,Hidden Users,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to hide created user accounts.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0005,Defense Evasion,T1562,Impair Defenses,nan
G0017,DragonOK,TA0005,Defense Evasion,T1562.004,Disable or Modify System Firewall,[Dragonfly](https://attack.mitre.org/groups/G0035) has disabled host-based firewalls. The group has also globally opened port 3389.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0017,DragonOK,TA0005,Defense Evasion,T1070.001,Clear Windows Event Logs,"[Dragonfly](https://attack.mitre.org/groups/G0035) has cleared Windows event logs and other logs produced by tools they used, including system, security, terminal services, remote services, and audit logs. The actors also deleted specific Registry keys.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0005,Defense Evasion,T1070.004,File Deletion,"[Dragonfly](https://attack.mitre.org/groups/G0035) has deleted many of its files used during operations as part of cleanup, including removing applications and deleting screenshots.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0005,Defense Evasion,T1036,Masquerading,[Dragonfly](https://attack.mitre.org/groups/G0035) has created accounts disguised as legitimate backup and service accounts as well as an email administration account.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0005,Defense Evasion,T1112,Modify Registry,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to perform multiple techniques through the use of [Reg](https://attack.mitre.org/software/S0075).(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0007,Discovery,T1135,Network Share Discovery,"[Dragonfly](https://attack.mitre.org/groups/G0035) has identified and browsed file servers in the victim network, sometimes , viewing files pertaining to ICS or Supervisory Control and Data Acquisition (SCADA) systems.(Citation: US-CERT TA18-074A)"
G0017,DragonOK,TA0006,Credential Access,T1003,OS Credential Dumping,nan
G0017,DragonOK,TA0006,Credential Access,T1003.002,Security Account Manager,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes.(Citation: US-CERT TA18-074A)
G0017,DragonOK,TA0006,Credential Access,T1003.003,NTDS,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes. They also obtained ntds.dit from domain controllers.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket)
G0017,DragonOK,TA0006,Credential Access,T1003.004,LSA Secrets,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket)
